"SE","tweets","APS","casos","estacao","temp.mean","temp.sd","temp.min","temp.max","umid.mean","umid.sd","umid.min","umid.max"
201343,69,"AP2.2",0,"galeao",26.15,2.62,22.7142857142857,30.7142857142857,69.2171428571429,11.5871428571429,49,84.1428571428571
201344,66,"AP2.2",0,"galeao",22.82,2.06571428571429,19.8571428571429,26.4285714285714,62.1971428571429,10.4928571428571,44.7142857142857,78.7142857142857
201345,54,"AP2.2",3,"galeao",22.6314285714286,2.33714285714286,19.5714285714286,27,73.2871428571429,10.2771428571429,55,87.8571428571429
201346,63,"AP2.2",2,"galeao",26.4228571428571,3.35142857142857,22,31.7142857142857,61.3728571428571,14.32,38,81
201347,86,"AP2.2",3,"galeao",25.1057142857143,2.76714285714286,21.1428571428571,29.7142857142857,70.9442857142857,12.5428571428571,49.1428571428571,87.8571428571429
201348,74,"AP2.2",0,"galeao",25.17,1.98857142857143,22.4285714285714,28.5714285714286,75.6471428571429,9.50857142857143,60.5714285714286,90
201349,60,"AP2.2",0,"galeao",26.5757142857143,2.62285714285714,23.2857142857143,30.8571428571429,72.29,12.8571428571429,50.5714285714286,89.7142857142857
201350,NA,"AP2.2",3,"galeao",25.4171428571429,1.95142857142857,23,28.8571428571429,75.5114285714286,9.66,58.8571428571429,87.8571428571429
201351,NA,"AP2.2",1,"galeao",24.2842857142857,1.67714285714286,22.2857142857143,27.1428571428571,74.7957142857143,8.97142857142857,59.1428571428571,87
201352,NA,"AP2.2",0,"galeao",26.2357142857143,2.27,22.8571428571429,30.2857142857143,75.0928571428571,11.1714285714286,55.8571428571429,90.2857142857143
201401,27,"AP2.2",7,"galeao",29.7657142857143,3.44714285714286,25.5714285714286,35.8571428571429,66.9871428571429,15.83,39.5714285714286,88.2857142857143
201402,64,"AP2.2",12,"galeao",28.6542857142857,3.39,24.2857142857143,34.1428571428571,61.6785714285714,14.5928571428571,37.8571428571429,82.4285714285714
201403,82,"AP2.2",9,"galeao",27.9514285714286,3.03428571428571,23.5714285714286,32.5714285714286,67.1457142857143,13.39,46,87.2857142857143
201404,76,"AP2.2",11,"galeao",28.8685714285714,3.43285714285714,24.4285714285714,34.8571428571429,62.6357142857143,15.1314285714286,38,85.4285714285714
201405,91,"AP2.2",4,"galeao",29.6257142857143,3.56714285714286,24.7142857142857,35.5714285714286,56.7142857142857,15.9,32,81.1428571428571
201406,65,"AP2.2",2,"galeao",30.3614285714286,3.85428571428571,25,36.5714285714286,52.4714285714286,15.7071428571429,28.5714285714286,75.7142857142857
201407,77,"AP2.2",10,"galeao",29.6071428571429,3.70714285714286,24.5714285714286,35.8571428571429,51.1257142857143,14.1485714285714,27.5714285714286,72.5714285714286
201408,68,"AP2.2",9,"galeao",26.0414285714286,2.71285714285714,22.4285714285714,30.8571428571429,68.4657142857143,13.7414285714286,45.7142857142857,87.8571428571429
201409,77,"AP2.2",8,"galeao",29.2428571428571,3.42428571428571,24.4285714285714,35,56.5814285714286,15.1614285714286,32.4285714285714,79.4285714285714
201410,75,"AP2.2",6,"galeao",26.1071428571429,2.15571428571429,23.4285714285714,30.4285714285714,72.5157142857143,11.5985714285714,49.2857142857143,87.2857142857143
201411,66,"AP2.2",5,"galeao",28.06,3.34142857142857,23.8571428571429,34,65.5185714285714,15.8328571428571,38.1428571428571,85.7142857142857
201412,92,"AP2.2",4,"galeao",28.9242857142857,3.76571428571429,23.7142857142857,35.7142857142857,57.57,16.0757142857143,31.1428571428571,81.1428571428571
201413,63,"AP2.2",3,"galeao",24.32,1.91857142857143,21.8571428571429,27.8571428571429,76.4014285714286,9.81428571428571,59.4285714285714,90
201414,65,"AP2.2",2,"galeao",25.9342857142857,2.18714285714286,22.7142857142857,30.1428571428571,74.9942857142857,10.5971428571429,54.1428571428571,90.2857142857143
201415,76,"AP2.2",1,"galeao",25.8985714285714,3.01,21.5714285714286,30.8571428571429,68.7,14.1042857142857,42.5714285714286,88.7142857142857
201416,62,"AP2.2",7,"galeao",24.2657142857143,1.89571428571429,22.1428571428571,27.8571428571429,78.3528571428571,8.72571428571429,61.2857142857143,91.1428571428571
201417,64,"AP2.2",3,"galeao",24.5757142857143,1.92857142857143,21.5714285714286,28.2857142857143,72.6971428571429,11.1614285714286,54.8571428571429,89.4285714285714
201418,107,"AP2.2",0,"galeao",21.9185714285714,3.40142857142857,17.2857142857143,27.5714285714286,66.19,16.6257142857143,38,90.7142857142857
201419,159,"AP2.2",4,"galeao",23.6728571428571,2.67428571428571,20.1428571428571,28.7142857142857,74.6185714285714,12.9871428571429,50.5714285714286,89.8571428571429
201420,114,"AP2.2",8,"galeao",21.4914285714286,3.24428571428571,17,27.1428571428571,70.1828571428571,15.61,40.8571428571429,88.8571428571429
201421,92,"AP2.2",3,"galeao",23.4685714285714,2.42,20,27.5714285714286,73.2485714285714,11.4442857142857,53.2857142857143,87.5714285714286
201422,80,"AP2.2",3,"galeao",21.1685714285714,2.05857142857143,18.4285714285714,25,77.1414285714286,10.5785714285714,56.1428571428571,91.5714285714286
201423,55,"AP2.2",2,"galeao",22.1871428571429,3.01857142857143,18.7142857142857,28,72.0057142857143,14.8642857142857,45.4285714285714,89.7142857142857
201424,58,"AP2.2",1,"galeao",23.3728571428571,2.70571428571429,19.4285714285714,27.8571428571429,72.6628571428571,12.7714285714286,48.2857142857143,89.8571428571429
201425,55,"AP2.2",3,"galeao",22.92,2.8,19,27,74.42,13.35,51,94
201426,79,"AP2.2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
201427,47,"AP2.2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
201428,61,"AP2.2",3,"galeao",21.3616666666667,1.825,19,24.8333333333333,77.765,9.37666666666667,58.5,89.1666666666667
201429,56,"AP2.2",3,"galeao",20.88,2.25,18,25,68.58,11.84,50,88
201430,55,"AP2.2",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
201431,54,"AP2.2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
201432,68,"AP2.2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
201433,47,"AP2.2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
200952,NA,"AP3.1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001,NA,"AP3.1",0,"galeao",28.65,2.78714285714286,25.1428571428571,33.4285714285714,73.7485714285714,12.18,51.7142857142857,89.7142857142857
201002,NA,"AP3.1",0,"galeao",29.0542857142857,3.25285714285714,24.7142857142857,34.5714285714286,70.3557142857143,13.7171428571429,46.5714285714286,90.7142857142857
201003,NA,"AP3.1",1,"galeao",28.36,3.5,23.8571428571429,34.5714285714286,71.2785714285714,13.6771428571429,45.8571428571429,88.2857142857143
201004,NA,"AP3.1",1,"galeao",27.72,3.15714285714286,24,33.4285714285714,73.2014285714286,12.5728571428571,47.8571428571429,88.7142857142857
201005,NA,"AP3.1",2,"galeao",30.04,3.83571428571429,25.1428571428571,36.4285714285714,63.7314285714286,15.6885714285714,38.1428571428571,85.2857142857143
201006,NA,"AP3.1",1,"galeao",30.16,3.97,25,36.8571428571429,61.5957142857143,16.4714285714286,33.7142857142857,84.7142857142857
201007,NA,"AP3.1",2,"galeao",28.5857142857143,3.15571428571429,24.5714285714286,34.2857142857143,68.6157142857143,13.7057142857143,44.4285714285714,87.2857142857143
201008,NA,"AP3.1",1,"galeao",27.7771428571429,2.89571428571429,23.8571428571429,33,71.3571428571429,12.2985714285714,51,89
201009,NA,"AP3.1",1,"galeao",23.4871428571429,1.61714285714286,21.7142857142857,26.5714285714286,85.8557142857143,7.19428571428571,72.5714285714286,93.2857142857143
201010,NA,"AP3.1",3,"galeao",27.6085714285714,3.27,23.7142857142857,34,72.9814285714286,13.1142857142857,46.1428571428571,90.4285714285714
201011,NA,"AP3.1",1,"galeao",26.1871428571429,2.79142857142857,22.5714285714286,31.1428571428571,79.6385714285714,12.5285714285714,56.4285714285714,94.8571428571429
201012,NA,"AP3.1",4,"galeao",27.6371428571429,3.18142857142857,23.5714285714286,33.1428571428571,74.5671428571429,13.4657142857143,50.1428571428571,91.8571428571429
201013,NA,"AP3.1",3,"galeao",26.4371428571429,2.49714285714286,23.2857142857143,31.1428571428571,79.7642857142857,11.1757142857143,58.2857142857143,94.8571428571429
201014,NA,"AP3.1",3,"galeao",22.4728571428571,1.83142857142857,20,26,84.7271428571429,8.63142857142857,67.2857142857143,94.8571428571429
201015,NA,"AP3.1",2,"galeao",23.7542857142857,2.97571428571429,19.7142857142857,29,76.71,12.8057142857143,51,93.1428571428571
201016,NA,"AP3.1",5,"galeao",26.5571428571429,3.12714285714286,22.4285714285714,32.1428571428571,73.9485714285714,14.1485714285714,46.8571428571429,92.5714285714286
201017,NA,"AP3.1",4,"galeao",24.3271428571429,2.38285714285714,21.2857142857143,28.4285714285714,78.5528571428571,11.6428571428571,56.8571428571429,93.2857142857143
201018,NA,"AP3.1",4,"galeao",25.0671428571429,3.44,20.7142857142857,31.1428571428571,73.7542857142857,15.1285714285714,45.2857142857143,92.2857142857143
201019,NA,"AP3.1",3,"galeao",21.58,2.25285714285714,18.5714285714286,25.5714285714286,78.5528571428571,11.4085714285714,56.7142857142857,94
201020,NA,"AP3.1",1,"galeao",22.51,2.16428571428571,19.1428571428571,26.1428571428571,77.7771428571429,10.7242857142857,58.7142857142857,93.1428571428571
201021,NA,"AP3.1",5,"galeao",22.0871428571429,2.26857142857143,19,26.1428571428571,79.7714285714286,10.6042857142857,59.1428571428571,94
201022,NA,"AP3.1",2,"galeao",20.8928571428571,2.17857142857143,17.5714285714286,25,77.5171428571429,10.4957142857143,57,91.4285714285714
